polyid,fireid,cen_lon,cen_lat,acq_date_lst,area_sqkm,alg_agg,v_lct,f_lct,v_tree,v_herb,v_bare,v_regnum,v_frp
142,705,-118.43088999999999,40.21087,2017-07-14,0.14078139656996727,2,12,0.5,1.1666666666666667,71.5,26.833333333333332,1,57.36666666666665
142,705,-118.43088999999999,40.21087,2017-07-14,0.14078139656996727,2,10,0.5,1.1666666666666667,71.5,26.833333333333332,1,57.36666666666665
143,723,-123.16547,41.42214,2017-07-14,0.14082093589377404,2,8,1,45.666666666666664,33.5,20.833333333333332,1,18.6
144,746,-122.78111000000003,44.71783,2017-07-14,0.14092946114253999,2,9,0.6666666666666666,22.833333333333332,58.666666666666664,18.333333333333332,1,31.079999999999995
144,746,-122.78111000000003,44.71783,2017-07-14,0.14092946114253999,2,8,0.3333333333333333,22.833333333333332,58.666666666666664,18.333333333333332,1,31.079999999999995
145,747,-122.78857,44.717789999999994,2017-07-14,0.1409294598197937,2,9,0.8333333333333334,21,58.5,20.5,1,19.880000000000003
145,747,-122.78857,44.717789999999994,2017-07-14,0.1409294598197937,2,8,0.16666666666666666,21,58.5,20.5,1,19.880000000000003
146,744,-123.15843501804632,41.432670005804816,2017-07-14,0.2148290622394979,1,1,1,61.5,19.75,18.75,1,43.6
147,110,-116.90009569502625,41.44820570958495,2017-07-15,1.2690320672597737,2,10,1,0.7254901960784313,69.11764705882354,30.137254901960784,1,15.700000000000001
148,110,-116.90697593265769,41.43613822609319,2017-07-15,0.9033199273507669,2,10,1,1.7142857142857142,69.22857142857143,29.02857142857143,1,69.3
149,110,-116.88685057748852,41.44919670462853,2017-07-15,1.1621313623631913,2,10,1,1.0227272727272727,66.13636363636364,32.75,1,15.07142857142857
150,110,-116.89544085541401,41.41946019276396,2017-07-15,0.5408324817402606,2,10,1,1.3,69.05,29.6,1,20.740000000000002
151,110,-116.91222368030883,41.44690574071526,2017-07-15,0.8120692206842005,2,10,1,0.9393939393939394,74.87878787878788,24.181818181818183,1,10.433333333333335
152,110,-116.90739623646958,41.455068996561074,2017-07-15,1.1041046131068468,2,10,1,0.16279069767441862,60.18604651162791,39.674418604651166,1,19.499999999999996
153,110,-116.89474021992271,41.44229939533772,2017-07-15,0.6189799087025836,2,10,1,1.12,72.04,26.8,1,12
154,110,-116.900848802709,41.42843513284529,2017-07-15,0.3543621180690378,2,10,1,1.5714285714285714,66.92857142857143,31.5,1,15.1
155,110,-116.89890603047257,41.41480083216007,2017-07-15,0.4924651745416224,2,10,1,1.9473684210526316,67.26315789473684,30.894736842105264,1,99.75
156,110,-116.9040222619171,41.422923116713626,2017-07-15,0.5743714122057818,2,10,1,2.4285714285714284,66.0952380952381,31.523809523809526,1,48.25
157,110,-116.89202601920127,41.40672634145111,2017-07-15,1.3711410854722708,2,10,1,1.8867924528301887,66.62264150943396,31.49056603773585,1,16.25
158,112,-116.87411124541316,41.44383937736492,2017-07-15,1.0946668388719294,2,10,1,1,70.58536585365853,28.51219512195122,1,5.05
159,112,-116.8353078535451,41.474413056830315,2017-07-15,1.292896654765427,2,10,1,0.7884615384615384,60.92307692307692,38.34615384615385,1,52.93333333333334
160,112,-116.85690959795328,41.470439406345704,2017-07-15,1.039727028019676,2,10,1,0.8333333333333334,61.19047619047619,37.976190476190474,1,10.200000000000001
161,112,-116.8747584382151,41.4522276317251,2017-07-15,0.7893897276462912,2,10,1,0.24242424242424243,66.06060606060606,33.696969696969695,1,8.033333333333333
162,112,-116.82287994007268,41.47675772493915,2017-07-15,1.3756334120217115,2,10,1,0.2909090909090909,63.21818181818182,36.49090909090909,1,55.699999999999996
163,112,-116.85197100857064,41.44657331621558,2017-07-15,1.1359198185452373,2,10,1,0.6363636363636364,62.90909090909091,36.43181818181818,1,37.849999999999994
164,112,-116.84711757696613,41.47154828606729,2017-07-15,1.2718620592583716,2,10,1,0.9361702127659575,57.95744680851064,41.1063829787234,1,49.6
165,112,-116.88609962348912,41.438890280156976,2017-07-15,0.922340427281171,2,10,1,0.8857142857142857,70.91428571428571,28.285714285714285,1,25.160000000000004
166,112,-116.86270915175477,41.44035492699703,2017-07-15,1.1328333804831952,2,10,1,0.9318181818181818,67.93181818181819,31.113636363636363,1,58.166666666666664
167,112,-116.83790391170211,41.44271893092793,2017-07-15,1.8932283217530848,2,10,1,0.5194805194805194,64.32467532467533,35.20779220779221,1,60.23333333333334
168,112,-116.85476422718688,41.45835913421499,2017-07-15,1.150709078690499,2,10,1,0.5652173913043478,59.95652173913044,39.41304347826087,1,47.099999999999994
169,112,-116.84335863892589,41.45502895933809,2017-07-15,1.130728204865396,2,10,1,0.4666666666666667,62.53333333333333,37.044444444444444,1,16.05
170,112,-116.87682968729621,41.43560625393671,2017-07-15,0.6613355864745677,2,10,1,0.7407407407407407,68.62962962962963,30.703703703703702,1,60.75
171,112,-116.80875694428357,41.47801836424113,2017-07-15,1.3328012333156913,2,10,1,0.3958333333333333,69.16666666666667,30.291666666666668,1,26.7
172,112,-116.7960042832741,41.48000268775204,2017-07-15,1.2230002963560522,2,10,1,0.3333333333333333,68.14583333333333,31.479166666666668,1,21.525
173,112,-116.78413086623759,41.482384865594604,2017-07-15,1.1328069490590096,2,10,1,0.4883720930232558,65.3953488372093,33.97674418604651,1,88.5
174,112,-116.77219101254057,41.483977177684686,2017-07-15,1.0478322370885462,2,10,1,0.3170731707317073,63.65853658536585,36.073170731707314,1,20.175
175,112,-116.76986913784971,41.47461520235625,2017-07-15,1.132933642334044,2,10,1,0.46511627906976744,49.46511627906977,50.06976744186046,1,37.725
176,112,-116.75820690500045,41.476627742884816,2017-07-15,1.1118401511847824,2,10,1,0.8043478260869565,65.97826086956522,33.19565217391305,1,18.485714285714288
177,112,-116.86339817648293,41.45101693219717,2017-07-15,1.124928692064464,2,10,1,0.3333333333333333,62.91111111111111,36.68888888888889,1,42.1
178,112,-116.84119065255932,41.463975832852896,2017-07-15,0.8462668902003467,2,10,1,0.48484848484848486,58.303030303030305,41.27272727272727,1,16.6
179,112,-116.7817287538852,41.47301698056241,2017-07-15,1.0349000560020805,2,10,1,0.3953488372093023,63.7906976744186,35.83720930232558,1,51.45
180,112,-116.83400846679919,41.455752589313576,2017-07-15,0.6488319053772986,2,10,1,0.52,63.2,36.28,1,16.85
181,116,-116.84351662282708,41.39973714777253,2017-07-15,1.2514703155400202,2,10,1,0.391304347826087,74.21739130434783,25.391304347826086,1,9.15
182,116,-116.84593600807555,41.418832853539236,2017-07-15,0.8567991846130946,2,10,1,0.8125,53,46.21875,1,27.3
183,116,-116.83403061107809,41.40468450305385,2017-07-15,1.3335386742301285,2,10,1,0.9387755102040817,75.3061224489796,23.775510204081634,1,9.75
184,116,-116.84612485145566,41.42818783324865,2017-07-15,0.900392034375537,2,10,1,0.9696969696969697,51.57575757575758,47.45454545454545,1,32.8
185,116,-116.85485618280306,41.39152790528004,2017-07-15,1.2540874636895747,2,10,1,1.150943396226415,70.30188679245283,28.528301886792452,1,8.65
186,116,-116.8416381878535,41.390296481096776,2017-07-15,1.1162708429304957,2,10,1,0.6341463414634146,71.04878048780488,28.26829268292683,1,2.1666666666666665
187,116,-116.84381460032544,41.3810930278237,2017-07-15,0.9552867817722261,2,10,1,1.6571428571428573,68.08571428571429,30.2,1,4.033333333333334
188,116,-116.85575428013239,41.40219320379842,2017-07-15,0.9859328863078543,2,10,1,1.1794871794871795,75.25641025641026,23.487179487179485,1,3.6333333333333333
189,116,-116.8548367906994,41.42175958672711,2017-07-15,0.7468696687008739,2,10,1,0.6333333333333333,64.83333333333333,34.6,1,36.45
190,116,-116.8541545370603,41.431105100072855,2017-07-15,0.5195834151450992,2,10,1,1.0952380952380953,69.19047619047619,29.714285714285715,1,15.200000000000001
191,116,-116.8502141223707,41.41030516812608,2017-07-15,0.9837470267377197,2,10,1,0.8974358974358975,72.48717948717949,26.58974358974359,1,15.350000000000001
192,116,-116.85519027850872,41.38109172609261,2017-07-15,1.1223871576601268,2,10,1,1.5121951219512195,61.5609756097561,36.926829268292686,1,10.2
193,116,-116.85979227479424,41.414414402694526,2017-07-15,0.446052375693053,2,10,1,0.7692307692307693,69.92307692307692,29.384615384615383,1,11.700000000000001
194,122,-116.77606854413055,41.38662035540551,2017-07-15,0.7669383864156604,2,10,1,0.896551724137931,68.55172413793103,30.551724137931036,1,2.2
195,122,-116.76112519959523,41.37430153240139,2017-07-15,0.9707820154245794,2,10,1,0.8157894736842105,63.68421052631579,35.421052631578945,1,2.1333333333333333
196,122,-116.83828742819922,41.34548105749131,2017-07-15,1.2701059373629688,2,10,1,1.7826086956521738,70.41304347826087,27.82608695652174,1,2.95
197,122,-116.82690664245408,41.34917047636945,2017-07-15,1.5846541634284108,2,10,1,2.389830508474576,70.1864406779661,27.338983050847457,1,10.5
198,122,-116.81730187604965,41.351309089968254,2017-07-15,1.2708714083890766,2,10,1,3.3,68.66,28.04,1,11.516666666666667
199,122,-116.81122602617711,41.376219536279656,2017-07-15,1.576730674549276,2,10,1,1.890625,53,45.078125,1,7.575
200,122,-116.76534218990344,41.38294646882426,2017-07-15,1.3487976403955817,2,10,1,0.7843137254901961,61.09803921568628,38.13725490196079,1,10.4
201,122,-116.7540563084266,41.37267550261291,2017-07-15,0.41388461847606534,2,10,1,0.6666666666666666,70.5,28.833333333333332,1,2.6333333333333333
202,122,-116.80064140909585,41.356132770633764,2017-07-15,1.2366294672685643,2,10,1,2.0425531914893615,70.1063829787234,27.74468085106383,1,4.533333333333333
203,122,-116.7976221172945,41.371945357871034,2017-07-15,1.3572493965904415,2,10,1,1.9811320754716981,49.9622641509434,48.075471698113205,1,2.3333333333333335
204,122,-116.8231925249379,41.37956549916046,2017-07-15,1.440418254404068,2,10,1,2.207547169811321,71.16981132075472,26.69811320754717,1,4
205,122,-116.7943946515118,41.363729224877964,2017-07-15,1.1390126572861672,2,10,1,2.4444444444444446,70.24444444444444,27.333333333333332,1,1.5666666666666667
206,122,-116.78392847605532,41.35802780230902,2017-07-15,1.1278210514392704,2,10,1,1.1304347826086956,69.73913043478261,29.08695652173913,1,4.824999999999999
207,122,-116.77307703687951,41.3737743203433,2017-07-15,1.0748776059705019,2,10,1,0.46511627906976744,51.18604651162791,48.372093023255815,1,2.9000000000000004
208,122,-116.79905485633213,41.381283626377005,2017-07-15,1.000671850819558,2,10,1,1,51.95,47.15,1,2.35
209,122,-116.80723867748311,41.34930783584238,2017-07-15,0.9589835519755483,2,10,1,2.275,70.325,27.4,1,13.1
210,122,-116.84618490284019,41.34674845018129,2017-07-15,0.4906067398825288,2,10,1,1.9,69.85,28.25,1,15.6
211,122,-116.78251704047928,41.368063532206705,2017-07-15,1.1126378673759103,2,10,1,1.3095238095238095,62.38095238095238,36.404761904761905,1,23.200000000000003
212,122,-116.7707078076971,41.363859217334664,2017-07-15,0.9635639752592444,2,10,1,0.9428571428571428,66.91428571428571,32.02857142857143,1,20.833333333333332
213,122,-116.78889902570215,41.38810609018822,2017-07-15,0.8434411506233215,2,10,1,0.9428571428571428,67.74285714285715,31.314285714285713,1,18.825
214,1098,-116.7733,41.3987,2017-07-15,0.1408201683602333,2,10,1,0.25,63.25,36.5,1,14.850000000000001
215,122,-116.78427706178051,41.37930171095309,2017-07-15,1.42511989137429,2,10,1,0.46296296296296297,51.074074074074076,48.425925925925924,1,16.1
216,136,-117.87444682923594,40.730878428422116,2017-07-15,1.1524835516840815,2,10,1,1.4318181818181819,68.27272727272727,30.318181818181817,1,1.95
217,136,-117.86399354959211,40.72935915655355,2017-07-15,1.2215773390264526,2,10,1,1.3333333333333333,67.72916666666667,30.875,1,2.65
218,136,-117.85783885001985,40.740085844098196,2017-07-15,1.020896861383006,2,10,1,0.4722222222222222,60.833333333333336,38.666666666666664,1,3.55
219,136,-117.86823162862665,40.74085653576987,2017-07-15,1.2264651761125178,2,10,1,0.92,66.52,32.5,1,11.950000000000001
220,136,-117.87946328829742,40.74315640797311,2017-07-15,0.7360990340961218,2,10,1,1.4827586206896552,63.793103448275865,34.793103448275865,1,6.6
221,136,-117.88020797424093,40.72299964572902,2017-07-15,1.3166500207305327,2,10,1,1.173913043478261,67.3913043478261,31.369565217391305,1,6.8
222,136,-117.88412864501205,40.73532839943827,2017-07-15,1.0176672556530013,2,10,1,1.0769230769230769,60.92307692307692,37.94871794871795,1,21.5
223,136,-117.89073433593754,40.73787817997505,2017-07-15,0.3775508040012121,2,10,1,1,61.785714285714285,37.142857142857146,1,25.325000000000003
224,141,-119.84638265308666,39.9925314819128,2017-07-15,0.9573550004524887,2,10,1,2.3783783783783785,63.67567567567568,33.945945945945944,1,13.15
225,141,-119.87301847144231,39.995506074864956,2017-07-15,0.7167407341977209,2,10,1,2.1724137931034484,64.13793103448276,33.6551724137931,1,12.1
226,141,-119.86262963085946,40.00462960736835,2017-07-15,1.214181110898919,2,10,1,1.7659574468085106,61.95744680851064,36.319148936170215,1,10.9
227,141,-119.8551697153981,39.995499066423434,2017-07-15,0.7704450131722093,2,10,1,1.9090909090909092,64.0909090909091,33.96969696969697,1,52.099999999999994
228,141,-119.86405203490538,39.99431519702537,2017-07-15,0.9517011901629567,2,10,1,1.9090909090909092,64.72727272727273,33.39393939393939,1,41.7
229,141,-119.85359879028569,39.986822784864216,2017-07-15,0.7355395929899737,2,10,1,2.074074074074074,60.148148148148145,37.74074074074074,1,18.5
230,142,-119.98400662688871,39.99537441810957,2017-07-15,1.135467862632841,2,10,1,2.127659574468085,53.93617021276596,43.87234042553192,1,19.5
231,142,-119.9793183202028,40.01729526359207,2017-07-15,0.6495599371757657,2,10,1,2.9047619047619047,58.333333333333336,38.80952380952381,1,38.65
232,142,-119.98541395770934,40.013864618136395,2017-07-15,0.83408322970392,2,10,1,2.8181818181818183,57.93939393939394,39.15151515151515,1,71.8
233,142,-119.98558308858944,40.004712879921485,2017-07-15,1.2938483975247443,2,10,1,2.68,59.46,37.9,1,32.75
234,148,-119.83710148200491,39.9619880096048,2017-07-15,1.2252504546335823,2,10,1,1.511111111111111,63.82222222222222,34.68888888888889,1,32.75
235,148,-119.84796391684635,39.93233925887299,2017-07-15,1.4221537088947296,2,10,1,2.3454545454545452,59.58181818181818,38.054545454545455,1,17.85
236,148,-119.86065255135979,39.97526909781881,2017-07-15,1.172286607082218,2,10,1,1.1162790697674418,50.627906976744185,48.18604651162791,1,21.95
237,148,-119.82816696375713,39.95553232162144,2017-07-15,0.5525089024414047,2,10,1,1.3478260869565217,62.43478260869565,36.130434782608695,1,9.05
238,148,-119.8400831764001,39.925386362006364,2017-07-15,1.2988349645162298,2,10,1,2.814814814814815,62.166666666666664,35.129629629629626,1,26.833333333333332
239,148,-119.85115142038028,39.96934756843657,2017-07-15,1.125048488405276,2,10,1,1.3953488372093024,63.883720930232556,34.604651162790695,1,9.049999999999999
240,148,-119.84061626248032,39.97171050258533,2017-07-15,1.0322457761017083,2,10,1,2.282051282051282,65.6923076923077,32.12820512820513,1,10
241,148,-119.83208361726646,39.980993158652566,2017-07-15,1.2406319929300547,2,10,1,3.25,63.854166666666664,32.895833333333336,1,41.95
242,148,-119.87259957438704,39.955203340822045,2017-07-15,0.4939332073346302,2,10,1,2.3333333333333335,58.388888888888886,39.44444444444444,1,19.7
243,148,-119.85711092552775,39.940143916131646,2017-07-15,1.4215472962489129,2,10,1,1.1090909090909091,56.72727272727273,42.14545454545455,1,6.033333333333332
244,148,-119.83605936749125,39.93712625302775,2017-07-15,1.7512603989317492,2,10,1,2.1044776119402986,61.76119402985075,36.02985074626866,1,7.166666666666667
245,148,-119.86080370999277,39.9287100651613,2017-07-15,1.9937332748928889,2,10,1,2.904109589041096,56.945205479452056,40.082191780821915,1,30.966666666666665
246,148,-119.85055486938279,39.948740310348725,2017-07-15,1.3839757243832163,2,10,1,1.0961538461538463,52.53846153846154,46.36538461538461,1,50.599999999999994
247,148,-119.84882281544564,39.95848301136064,2017-07-15,1.230631760273099,2,10,1,1.4893617021276595,65.25531914893617,33.212765957446805,1,24.033333333333335
248,148,-119.82705226119054,39.972203750238684,2017-07-15,1.5990284765081406,2,10,1,3.316666666666667,67.73333333333333,28.983333333333334,1,50.166666666666664
249,148,-119.86020035605895,39.96268635580695,2017-07-15,1.2571599025163054,2,10,1,1.7446808510638299,59.42553191489362,38.8936170212766,1,38.6
250,148,-119.86886406449895,39.96423167665124,2017-07-15,1.0461437581258417,2,10,1,1.7435897435897436,56.46153846153846,41.84615384615385,1,50.5
251,148,-119.86473909786484,39.949746436757415,2017-07-15,0.9679046479383185,2,10,1,1.5675675675675675,57.45945945945946,41,1,31.2
252,148,-119.83659063379794,39.95030605449363,2017-07-15,1.458602010601759,2,10,1,1.709090909090909,60.345454545454544,37.872727272727275,1,20.533333333333335
253,148,-119.8467787536022,39.97903791531287,2017-07-15,0.8896391819776297,2,10,1,1.896551724137931,64.27586206896552,33.793103448275865,1,22.066666666666666
254,181,-118.16033529098635,39.25553710650544,2017-07-15,0.49720026481610535,2,7,1,0,37.8,62.2,1,5.3999999999999995
255,181,-118.16303200549709,39.24644102162609,2017-07-15,0.5113421560216471,2,7,0.6363636363636364,0,38.63636363636363,61.27272727272727,1,5.050000000000001
255,181,-118.16303200549709,39.24644102162609,2017-07-15,0.5113421560216471,2,10,0.36363636363636365,0,38.63636363636363,61.27272727272727,1,5.050000000000001
256,181,-118.14502691606944,39.25106020427511,2017-07-15,0.7858845215145871,2,7,0.7307692307692307,0,38.23076923076923,61.76923076923077,1,8.133333333333335
256,181,-118.14502691606944,39.25106020427511,2017-07-15,0.7858845215145871,2,10,0.2692307692307692,0,38.23076923076923,61.76923076923077,1,8.133333333333335
257,181,-118.15563190326158,39.250258671026934,2017-07-15,0.8157906403500289,2,10,0.625,0,38.25,61.75,1,10.866666666666667
257,181,-118.15563190326158,39.250258671026934,2017-07-15,0.8157906403500289,2,7,0.375,0,38.25,61.75,1,10.866666666666667
258,181,-118.14477977363619,39.24509245571058,2017-07-15,0.6108088359841853,2,10,0.8076923076923077,0.34615384615384615,48.69230769230769,50.84615384615385,1,10.200000000000001
258,181,-118.14477977363619,39.24509245571058,2017-07-15,0.6108088359841853,2,7,0.19230769230769232,0.34615384615384615,48.69230769230769,50.84615384615385,1,10.200000000000001
259,204,-119.90794806504277,40.00891450212119,2017-07-15,1.0579770353542641,2,10,1,1.1904761904761905,65.11904761904762,33.69047619047619,1,9.033333333333333
260,204,-119.90621780193248,39.99706387343088,2017-07-15,0.9065797480051443,2,10,1,1.3611111111111112,61.55555555555556,37.083333333333336,1,9.049999999999999
261,204,-119.89707687651658,40.0000522139495,2017-07-15,0.41440652463243904,2,10,1,0.875,58.8125,40.25,1,7.466666666666668
262,204,-119.92422679069779,40.00707688330705,2017-07-15,1.0236395474150182,2,10,1,1.3243243243243243,64.48648648648648,34.108108108108105,1,9.5
263,204,-119.90100820108157,40.0064209887712,2017-07-15,0.6055971550226807,2,10,1,0.9545454545454546,60.31818181818182,38.72727272727273,1,5.25
264,204,-119.91631544003404,40.01093956411254,2017-07-15,0.662622469680056,2,10,1,1.32,61.44,37.24,1,22.4
265,228,-116.73460878930872,41.42469460162906,2017-07-15,0.6437494048521966,2,10,1,0.625,58.666666666666664,40.541666666666664,1,13.65
266,228,-116.73546967695043,41.41456689567446,2017-07-15,0.9677985493775755,2,10,1,0.5526315789473685,54.94736842105263,44.473684210526315,1,17.8
267,228,-116.72702716258232,41.41545784773271,2017-07-15,0.6694562377542853,2,10,1,0.37037037037037035,47.370370370370374,52.2962962962963,1,10.299999999999999
268,228,-116.74163409745522,41.42444935703673,2017-07-15,0.6292616255335212,2,10,1,0.16,65.52,34.16,1,8.700000000000001
269,263,-116.79630507776255,41.489604757728785,2017-07-15,0.892059746308675,2,10,1,0,68,32,1,1.8
270,263,-116.7873485813737,41.49091952936018,2017-07-15,0.9726844728000666,2,10,1,0.029411764705882353,66.88235294117646,33,1,22.85
271,263,-116.80385569166509,41.49127155894204,2017-07-15,0.518806332770206,2,10,1,0.045454545454545456,68.18181818181819,31.772727272727273,1,34
272,263,-116.77604940388109,41.492385292762314,2017-07-15,1.2768921105673015,2,10,1,0.16,65.02,34.82,1,105.55
273,263,-116.80952570084536,41.486567429166335,2017-07-15,1.0622239212751985,2,10,1,0.21052631578947367,68.05263157894737,31.789473684210527,1,16.8
274,108,-116.8906287692615,41.46029578441234,2017-07-15,0.5461552111933231,2,10,1,0.42857142857142855,53.333333333333336,46.23809523809524,1,9.7
275,108,-116.88252530024225,41.461446842838214,2017-07-15,0.804040737603426,2,10,1,0.3448275862068966,58.793103448275865,41.03448275862069,1,1
276,134,-117.54120571885791,41.40747905100831,2017-07-15,1.2139584479898213,2,10,0.8695652173913043,2.217391304347826,69.19565217391305,28.608695652173914,1,1.8
276,134,-117.54120571885791,41.40747905100831,2017-07-15,1.2139584479898213,2,12,0.13043478260869565,2.217391304347826,69.19565217391305,28.608695652173914,1,1.8
277,134,-117.53187548634133,41.40583428457208,2017-07-15,1.09024932529971,2,10,0.5897435897435898,3,71.8974358974359,25.102564102564102,1,3.2
277,134,-117.53187548634133,41.40583428457208,2017-07-15,1.09024932529971,2,12,0.41025641025641024,3,71.8974358974359,25.102564102564102,1,3.2
278,134,-117.52460445643098,41.40292536807231,2017-07-15,1.0239265236949324,2,10,1,4.923076923076923,62.48717948717949,32.48717948717949,1,1.5
279,147,-120.03577684511662,40.00525609916848,2017-07-15,0.9857786860296577,2,10,1,1.105263157894737,50.23684210526316,48.73684210526316,1,6
280,147,-120.04054069175282,40.00987621654736,2017-07-15,0.7543938057816029,2,10,1,1.2333333333333334,54.233333333333334,44.5,1,6
281,162,-117.94161691128922,43.94279100855829,2017-07-15,0.8396566776458025,2,10,1,2.7419354838709675,55.064516129032256,42.12903225806452,1,3.7
282,162,-117.94868326111899,43.94170634413068,2017-07-15,0.46212840365350244,2,10,1,5.277777777777778,55.77777777777778,38.888888888888886,1,18.8
283,178,-119.96078039384108,40.0115124835139,2017-07-15,1.0938762632614374,2,10,1,2.558139534883721,68.3953488372093,28.953488372093023,1,18.8
284,178,-119.97015001045796,40.00679247244258,2017-07-15,0.37324642634627225,2,10,1,2.8461538461538463,68.3076923076923,29,1,73
285,178,-119.96340480501634,40.0017778963409,2017-07-15,0.9953778871687651,2,10,1,1.8857142857142857,68.54285714285714,29.6,1,3.3
286,183,-118.17624988971463,39.232523695705375,2017-07-15,0.5081291207050085,2,7,0.8947368421052632,0,38.421052631578945,61.578947368421055,1,2.4
286,183,-118.17624988971463,39.232523695705375,2017-07-15,0.5081291207050085,2,10,0.10526315789473684,0,38.421052631578945,61.578947368421055,1,2.4
287,183,-118.17933679992298,39.23820281699042,2017-07-15,0.4655056955779195,2,7,0.875,0,38.3125,61.6875,1,8.4
287,183,-118.17933679992298,39.23820281699042,2017-07-15,0.4655056955779195,2,16,0.125,0,38.3125,61.6875,1,8.4
288,183,-118.17062167872702,39.23545889320406,2017-07-15,0.5904082681683004,2,7,0.782608695652174,0,40.34782608695652,59.65217391304348,1,3
288,183,-118.17062167872702,39.23545889320406,2017-07-15,0.5904082681683004,2,10,0.21739130434782608,0,40.34782608695652,59.65217391304348,1,3
289,224,-116.74442401181298,41.389672791040574,2017-07-15,0.37648653061720727,2,10,1,0.125,46.375,53.5,1,3.2
290,224,-116.75902421856294,41.38940333908006,2017-07-15,0.40550794688180086,2,10,1,0.1875,60.9375,38.625,1,8.2
291,224,-116.75183345240265,41.38648200667522,2017-07-15,1.0886370197812916,2,10,1,0.2558139534883721,67.23255813953489,32.48837209302326,1,3.2
292,231,-116.76888861708305,41.4283153423516,2017-07-15,1.2382778422310352,2,10,1,0.25,59.416666666666664,40.333333333333336,1,2.9
293,231,-116.76211166468545,41.421684678213296,2017-07-15,1.2383636442186832,2,10,1,0.7727272727272727,52.77272727272727,46.45454545454545,1,1.5
294,241,-116.74306698727004,41.46991615967676,2017-07-15,1.1163242148776054,2,10,1,0.7608695652173914,66.32608695652173,32.91304347826087,1,1.8
295,241,-116.75459986211803,41.46828116775731,2017-07-15,1.144199501689434,2,10,1,0.3958333333333333,64.4375,35.1875,1,13.9
296,269,-118.21860295867701,39.1125058050756,2017-07-15,0.4951257106448226,2,7,1,0,37.68421052631579,62.26315789473684,1,8.2
297,269,-118.2222514911077,39.10761298593383,2017-07-15,0.5960511002805605,2,7,1,0,38.26086956521739,61.73913043478261,1,8.2
298,1099,-116.80492,41.39134,2017-07-15,0.14081992737698554,2,10,1,1,40.75,58.25,1,2.4
299,269,-118.23099983158899,39.10892692517562,2017-07-15,1.0954540193893536,2,7,0.6190476190476191,0.023809523809523808,34.61904761904762,65.38095238095238,1,2.4
299,269,-118.23099983158899,39.10892692517562,2017-07-15,1.0954540193893536,2,10,0.38095238095238093,0.023809523809523808,34.61904761904762,65.38095238095238,1,2.4
300,223,-116.86899818931506,41.358770666427716,2017-07-15,1.167447140987873,2,10,1,2.933333333333333,68.44444444444444,28.6,1,8.4
301,107,-116.903,41.46399999999999,2017-07-15,1.001403068637848,2,10,1,0.5428571428571428,53.31428571428572,46.114285714285714,1,4.6
302,109,-116.80199999999999,41.444,2017-07-15,1.0013984106826783,2,10,1,1.0285714285714285,62.6,36.371428571428574,1,4.6
303,115,-116.80499999999999,41.434,2017-07-15,1.0013960818653107,2,10,1,1.05,54.125,44.875,1,3.2
304,235,-116.76199999999999,41.44799999999999,2017-07-15,1.0013993422374725,2,10,1,0.14285714285714285,65.57142857142857,34.285714285714285,1,13.9
305,749,-116.45963,41.55611,2017-07-15,0.1408253243024349,2,10,1,2,71.83333333333333,26.166666666666668,1,11.3
306,750,-116.45988,41.550079999999994,2017-07-15,0.14082512672042846,2,10,1,2.5,70.5,27,1,43.9
307,751,-116.45366,41.54988,2017-07-15,0.14082512016773224,2,10,1,2.5,71.16666666666667,26.333333333333332,1,0.6
308,762,-116.90113,41.434140000000006,2017-07-15,0.14082132886075974,2,10,1,0.8333333333333334,65.83333333333333,33.333333333333336,1,10.6
309,795,-116.85450999150649,41.37275000075854,2017-07-15,0.21914287678182126,2,10,1,2.272727272727273,69.27272727272727,28.181818181818183,1,2.1
310,114,-116.82300000000001,41.437,2017-07-15,1.0013967804985047,2,10,1,0.6857142857142857,70.4,28.914285714285715,1,2.6
311,119,-116.81700000000001,41.401999999999994,2017-07-15,1.0013886303930282,2,10,1,0.6857142857142857,63.4,35.97142857142857,1,1.5
312,121,-116.82,41.392,2017-07-15,1.0013863020381928,2,10,1,0.6,69.225,30.075,1,13.1
313,270,-119.789,39.90800000000001,2017-07-15,1.0010421587762832,2,10,1,2.6857142857142855,62.74285714285714,34.542857142857144,1,13.1
314,234,-116.75,41.45,2017-07-15,1.0013998080205917,2,10,1,1.0416666666666667,68.22916666666667,30.854166666666668,1,13.1
315,236,-116.75299999999999,41.459,2017-07-15,1.0014019041090012,2,10,1,0.8,58.94285714285714,40.2,1,10.9
316,944,-119.87721000000002,39.958960000000005,2017-07-15,0.14077320856833458,2,10,1,2,55.666666666666664,42.333333333333336,1,10.9
317,271,-119.78999999999999,39.917,2017-07-15,1.0010442366876602,2,10,1,1.425,68.45,30.075,1,4.7
318,272,-119.82700000000001,39.92700000000001,2017-07-15,1.0010465456199646,2,10,1,3,61.97142857142857,34.885714285714286,1,16.3
319,132,-116.856,41.361,2017-07-15,1.0013790848560333,2,10,1,1.8285714285714285,71.2,27.057142857142857,1,102
320,146,-119.91808657622055,39.99417086303387,2017-07-15,1.17936157523942,2,10,1,1.1914893617021276,59.91489361702128,38.8936170212766,1,20.2
321,180,-118.142,39.25900000000001,2017-07-15,1.0008926572999954,2,7,1,0,36.94285714285714,63.05714285714286,1,22.4
322,202,-119.86598306768722,39.985020709843575,2017-07-15,1.1688838479242325,2,10,1,1.7058823529411764,55.3921568627451,42.92156862745098,1,16.7
