polyid,fireid,cen_lon,cen_lat,acq_date_lst,area_sqkm,alg_agg,v_lct,f_lct,v_tree,v_herb,v_bare,v_regnum,v_frp
15,14,-118.19300000000001,39.224,2017-07-13,1.0008846145849228,2,10,0.08571428571428572,0,35.628571428571426,64.37142857142857,1,43.40000000000001
15,14,-118.19300000000001,39.224,2017-07-13,1.0008846145849228,2,7,0.02857142857142857,0,35.628571428571426,64.37142857142857,1,43.40000000000001
16,23,-119.94799999999998,40.010999999999996,2017-07-13,1.0010659466438294,2,10,1,2.6857142857142855,64.05714285714286,33.4,1,30.61923076923077
17,24,-120.028,40.02600000000001,2017-07-13,1.001069412226677,2,10,1,3.057142857142857,59.142857142857146,37.885714285714286,1,49.67083333333334
18,26,-120.04599999999999,40.03600000000001,2017-07-13,1.001071722805977,2,10,1,1.6571428571428573,59.628571428571426,38.68571428571428,1,63.599999999999994
19,25,-120.02899999999998,40.037000000000006,2017-07-13,1.0010719538726807,2,10,1,2.4571428571428573,64.6,32.885714285714286,1,47.79259259259259
20,27,-120.0283398130661,40.01999369765873,2017-07-14,0.8300454301725328,2,10,1,2.676470588235294,56.44117647058823,40.88235294117647,1,24.78333333333333
21,27,-120.01410399894668,40.01310164304659,2017-07-14,0.58168230855342,2,10,1,1.75,48.5,49.8,1,20.227272727272727
22,27,-120.02300279001443,40.00995450582507,2017-07-14,1.5660016431048438,2,10,1,1.7540983606557377,47.18032786885246,51.049180327868854,1,28.2
23,27,-120.02936528977493,40.03087515984048,2017-07-14,0.8923608303853273,2,10,1,2.918918918918919,61.75675675675676,35.351351351351354,1,22.788461538461533
24,27,-120.02042567069361,40.02306885130661,2017-07-14,0.8593496828437001,2,10,1,3,58.25806451612903,38.74193548387097,1,18.259259259259256
25,27,-120.03593829670062,40.02326041923508,2017-07-14,0.7338994381305128,2,10,1,1.5769230769230769,57.38461538461539,41.07692307692308,1,27.86818181818182
26,27,-120.04318560527696,40.033157783643304,2017-07-14,0.8120656086114645,2,10,1,1.5161290322580645,59.903225806451616,38.516129032258064,1,75.82222222222222
27,27,-120.04588860511066,40.02800867902005,2017-07-14,0.6977043788093459,2,10,1,1.48,58.92,39.6,1,67.17777777777776
28,29,-119.93793738805861,39.99241102418956,2017-07-14,0.7284377603356242,2,10,1,0.6666666666666666,56.333333333333336,43.148148148148145,1,29.64444444444444
29,29,-119.95456058107439,39.99776023314604,2017-07-14,0.8100738730264903,2,10,1,1.5,68.40625,30.0625,1,33.980952380952374
30,29,-119.95357099416827,40.00512190707316,2017-07-14,0.46611117276446523,2,10,1,1.8,69.6,28.7,1,21.740000000000002
31,29,-119.94648996098398,39.99785363658415,2017-07-14,0.8019119396245032,2,10,1,1.0333333333333334,59,39.96666666666667,1,35.46315789473683
32,29,-119.92948598683736,39.987322995320454,2017-07-14,1.0190823100330084,2,10,1,0.32432432432432434,55.21621621621622,44.486486486486484,1,45.89583333333332
33,30,-118.21305571919333,39.08936241724071,2017-07-14,1.467310715660973,2,10,0.9473684210526315,0,21.035087719298247,78.96491228070175,1,22.021428571428576
33,30,-118.21305571919333,39.08936241724071,2017-07-14,1.467310715660973,2,7,0.05263157894736842,0,21.035087719298247,78.96491228070175,1,22.021428571428576
34,30,-118.18956885344159,39.086401034600144,2017-07-14,1.5636074944033735,2,10,0.7413793103448276,0,31.844827586206897,68.15517241379311,1,48.74545454545455
34,30,-118.18956885344159,39.086401034600144,2017-07-14,1.5636074944033735,2,7,0.25862068965517243,0,31.844827586206897,68.15517241379311,1,48.74545454545455
35,30,-118.22923156478862,39.10599101515373,2017-07-14,2.0557870346353053,2,10,0.5333333333333333,0.13333333333333333,32.42666666666667,67.44,1,14.476190476190471
35,30,-118.22923156478862,39.10599101515373,2017-07-14,2.0557870346353053,2,7,0.4666666666666667,0.13333333333333333,32.42666666666667,67.44,1,14.476190476190471
36,30,-118.22203469020818,39.09726050013939,2017-07-14,1.7839733890531062,2,10,0.7121212121212122,0,27.318181818181817,72.68181818181819,1,56.71428571428572
36,30,-118.22203469020818,39.09726050013939,2017-07-14,1.7839733890531062,2,7,0.2878787878787879,0,27.318181818181817,72.68181818181819,1,56.71428571428572
37,30,-118.201733610848,39.0896088173778,2017-07-14,1.0460087920785694,2,7,0.7804878048780488,0,25.341463414634145,74.65853658536585,1,38.53636363636363
37,30,-118.201733610848,39.0896088173778,2017-07-14,1.0460087920785694,2,10,0.21951219512195122,0,25.341463414634145,74.65853658536585,1,38.53636363636363
38,34,-118.17041177326523,39.22444198164854,2017-07-14,1.1087253455188126,2,10,0.8809523809523809,0.5,53.285714285714285,46.19047619047619,1,25.98333333333333
38,34,-118.17041177326523,39.22444198164854,2017-07-14,1.1087253455188126,2,7,0.11904761904761904,0.5,53.285714285714285,46.19047619047619,1,25.98333333333333
39,34,-118.1779223868364,39.23376292709484,2017-07-14,1.2509231924563646,2,7,0.8333333333333334,0,38.1875,61.8125,1,11.500000000000002
39,34,-118.1779223868364,39.23376292709484,2017-07-14,1.2509231924563646,2,16,0.125,0,38.1875,61.8125,1,11.500000000000002
39,34,-118.1779223868364,39.23376292709484,2017-07-14,1.2509231924563646,2,10,0.041666666666666664,0,38.1875,61.8125,1,11.500000000000002
40,34,-118.17916073765556,39.22101684086576,2017-07-14,0.6431498241345137,2,7,0.64,0.04,44,55.92,1,24.224999999999998
40,34,-118.17916073765556,39.22101684086576,2017-07-14,0.6431498241345137,2,10,0.36,0.04,44,55.92,1,24.224999999999998
41,34,-118.17240746670328,39.21644396798842,2017-07-14,0.4354712706003338,2,10,0.9375,1.1875,62.4375,36.5,1,18.07142857142857
41,34,-118.17240746670328,39.21644396798842,2017-07-14,0.4354712706003338,2,7,0.0625,1.1875,62.4375,36.5,1,18.07142857142857
42,34,-118.15162680111355,39.21588114422147,2017-07-14,0.5658366519332677,2,10,1,0.45454545454545453,49.31818181818182,50.22727272727273,1,26.375
43,34,-118.16309263106588,39.21602726886386,2017-07-14,0.6346483410143405,2,10,1,2.1363636363636362,62.81818181818182,34.95454545454545,1,23.545833333333334
44,34,-118.16400999910901,39.232597236673655,2017-07-14,1.5029351478624196,2,10,0.8,0.2909090909090909,47.49090909090909,52.21818181818182,1,7.258823529411765
44,34,-118.16400999910901,39.232597236673655,2017-07-14,1.5029351478624196,2,7,0.2,0.2909090909090909,47.49090909090909,52.21818181818182,1,7.258823529411765
45,34,-118.15587859175692,39.237653916177024,2017-07-14,1.0933440512931347,2,10,1,0.5675675675675675,48.972972972972975,50.4054054054054,1,12.595833333333333
46,34,-118.1566167732449,39.222510685047126,2017-07-14,0.901579272306189,2,10,1,1.1875,51.84375,46.9375,1,6.972727272727274
47,37,-118.19216025845536,39.118440055896386,2017-07-14,1.13207652939412,2,10,1,0,33.09756097560975,66.90243902439025,1,30.4421052631579
48,37,-118.20831742491548,39.13389505481857,2017-07-14,1.2760106561053692,2,7,0.8723404255319149,0,40.59574468085106,59.40425531914894,1,16.483333333333334
71,98,-116.43871993064506,42.06098070867579,2017-07-14,1.329715643966198,2,10,1,0.1509433962264151,70.09433962264151,29.77358490566038,1,60.29
48,37,-118.20831742491548,39.13389505481857,2017-07-14,1.2760106561053692,2,10,0.1276595744680851,0,40.59574468085106,59.40425531914894,1,16.483333333333334
49,71,-119.91900007664918,39.95600000905881,2017-07-14,1.7356263353905679,2,10,1,1,61.388888888888886,37.638888888888886,1,23.240000000000002
50,37,-118.2052866506041,39.120223669489484,2017-07-14,1.0365650483415145,2,7,0.6,0.05714285714285714,39.65714285714286,60.285714285714285,1,37.81666666666667
50,37,-118.2052866506041,39.120223669489484,2017-07-14,1.0365650483415145,2,10,0.4,0.05714285714285714,39.65714285714286,60.285714285714285,1,37.81666666666667
51,37,-118.21341884198179,39.141939876588744,2017-07-14,0.5828230933086134,2,7,1,0,39.34782608695652,60.65217391304348,1,57.357142857142854
52,72,-119.85600007679643,39.995000009072875,2017-07-14,1.7353498846797943,2,10,1,2.015625,64.40625,33.5625,1,31.075000000000003
53,37,-118.19902992853963,39.128899949270185,2017-07-14,1.070407555352222,2,7,0.775,0.05,40.025,59.925,1,62.40909090909091
53,37,-118.19902992853963,39.128899949270185,2017-07-14,1.070407555352222,2,10,0.225,0.05,40.025,59.925,1,62.40909090909091
54,37,-118.18879992710971,39.12657960165132,2017-07-14,0.8820333748132009,2,10,0.5625,0.15625,37.21875,62.625,1,47.906666666666666
54,37,-118.18879992710971,39.12657960165132,2017-07-14,0.8820333748132009,2,7,0.4375,0.15625,37.21875,62.625,1,47.906666666666666
55,37,-118.1775943085145,39.12706464461172,2017-07-14,1.1573091166396736,2,7,0.7333333333333333,0,32.422222222222224,67.57777777777778,1,28.262500000000003
55,37,-118.1775943085145,39.12706464461172,2017-07-14,1.1573091166396736,2,10,0.26666666666666666,0,32.422222222222224,67.57777777777778,1,28.262500000000003
56,37,-118.19206267555543,39.1354206759305,2017-07-14,0.4459224029433206,2,7,0.6,0,38.6,61.4,1,45.611111111111114
56,37,-118.19206267555543,39.1354206759305,2017-07-14,0.4459224029433206,2,10,0.4,0,38.6,61.4,1,45.611111111111114
57,37,-118.20019303349953,39.14065029731674,2017-07-14,0.7731310586547323,2,7,0.9310344827586207,0,39.37931034482759,60.62068965517241,1,25.521428571428572
57,37,-118.20019303349953,39.14065029731674,2017-07-14,0.7731310586547323,2,10,0.06896551724137931,0,39.37931034482759,60.62068965517241,1,25.521428571428572
58,37,-118.1749586099685,39.11942903836816,2017-07-14,1.4353785214948802,2,10,0.8679245283018868,0,33.58490566037736,66.41509433962264,1,12.311111111111112
58,37,-118.1749586099685,39.11942903836816,2017-07-14,1.4353785214948802,2,7,0.1320754716981132,0,33.58490566037736,66.41509433962264,1,12.311111111111112
59,37,-118.22217535092224,39.13148650250568,2017-07-14,1.4136149625115098,2,7,1,0,34.6,65.4,1,17.019999999999996
60,37,-118.21499256990802,39.12008366235116,2017-07-14,0.9464827711085883,2,7,0.9743589743589743,0,35.794871794871796,64.2051282051282,1,16.325
60,37,-118.21499256990802,39.12008366235116,2017-07-14,0.9464827711085883,2,10,0.02564102564102564,0,35.794871794871796,64.2051282051282,1,16.325
61,37,-118.22355063512259,39.117420887807434,2017-07-14,1.0122418041392267,2,7,1,0,33.18181818181818,66.81818181818181,1,13.423076923076925
62,60,-118.2035398251895,39.10291871096926,2017-07-14,0.9065942630970478,2,10,0.5454545454545454,0,30.333333333333332,69.66666666666667,1,8.672222222222219
62,60,-118.2035398251895,39.10291871096926,2017-07-14,0.9065942630970478,2,7,0.45454545454545453,0,30.333333333333332,69.66666666666667,1,8.672222222222219
63,60,-118.21141445328045,39.10010736207599,2017-07-14,0.48238895093677936,2,7,0.6875,0,29.6875,70.3125,1,11.719999999999997
63,60,-118.21141445328045,39.10010736207599,2017-07-14,0.48238895093677936,2,10,0.3125,0,29.6875,70.3125,1,11.719999999999997
64,60,-118.21090475465294,39.11000853264809,2017-07-14,0.9112482211046219,2,7,0.6451612903225806,0.2903225806451613,38.516129032258064,61.16129032258065,1,12.933333333333335
64,60,-118.21090475465294,39.11000853264809,2017-07-14,0.9112482211046219,2,10,0.3548387096774194,0.2903225806451613,38.516129032258064,61.16129032258065,1,12.933333333333335
65,60,-118.19340477027363,39.108652822985775,2017-07-14,0.7203554432690442,2,10,0.9642857142857143,0,29.357142857142858,70.64285714285714,1,13.9875
65,60,-118.19340477027363,39.108652822985775,2017-07-14,0.7203554432690442,2,7,0.03571428571428571,0,29.357142857142858,70.64285714285714,1,13.9875
66,60,-118.20106456284383,39.11130340175551,2017-07-14,0.6321003684670925,2,10,1,0.04,36,63.92,1,21.528571428571432
67,40,-120.04139446906913,40.040192752824815,2017-07-14,0.6652796746178269,2,10,1,2.1153846153846154,58.15384615384615,39.84615384615385,1,20.255555555555556
68,40,-120.03198708205211,40.0419087784225,2017-07-14,0.7123271822549104,2,10,1,2.3448275862068964,64.86206896551724,32.689655172413794,1,18.730769230769234
69,40,-120.02287711505554,40.039935953071556,2017-07-14,1.0089142663461566,2,10,1,2.7142857142857144,64.85714285714286,32.476190476190474,1,22.856250000000003
70,98,-116.45122336410653,42.05962069330337,2017-07-14,1.2064094211755991,2,10,1,0.041666666666666664,60.791666666666664,39.145833333333336,1,42.307692307692314
72,35,-118.175,39.137,2017-07-14,1.3461512312078476,2,7,0.74,0,37.78,62.22,1,29.038461538461544
72,35,-118.175,39.137,2017-07-14,1.3461512312078476,2,10,0.26,0,37.78,62.22,1,29.038461538461544
73,56,-118.00999981132476,40.752000082560535,2017-07-14,2.0065886322431563,2,10,1,0.05063291139240506,55.54430379746835,44.40506329113924,1,6.8375
74,65,-118.14114516159445,39.240844795512984,2017-07-14,1.1911911260552406,2,7,0.5641025641025641,0.41025641025641024,52.87179487179487,46.82051282051282,1,21.485714285714284
74,65,-118.14114516159445,39.240844795512984,2017-07-14,1.1911911260552406,2,10,0.4358974358974359,0.41025641025641024,52.87179487179487,46.82051282051282,1,21.485714285714284
75,69,-119.87100007668693,39.96600000906242,2017-07-14,1.7355554733262062,2,10,1,1.6619718309859155,55.45070422535211,42.87323943661972,1,26.490909090909096
76,489,-123.16697698949544,45.229309707400226,2017-07-14,0.631395569383502,2,13,0.8214285714285714,10.678571428571429,55.857142857142854,33.464285714285715,1,5.6
76,489,-123.16697698949544,45.229309707400226,2017-07-14,0.631395569383502,2,14,0.10714285714285714,10.678571428571429,55.857142857142854,33.464285714285715,1,5.6
76,489,-123.16697698949544,45.229309707400226,2017-07-14,0.631395569383502,2,9,0.07142857142857142,10.678571428571429,55.857142857142854,33.464285714285715,1,5.6
77,491,-117.4209173411432,44.542063407261885,2017-07-14,0.30640806436780094,2,13,0.7857142857142857,4.142857142857143,53.92857142857143,41.92857142857143,1,48.57
77,491,-117.4209173411432,44.542063407261885,2017-07-14,0.30640806436780094,2,10,0.21428571428571427,4.142857142857143,53.92857142857143,41.92857142857143,1,48.57
78,516,-121.91559998734648,39.72933000307044,2017-07-14,0.1904025750578195,2,9,0.8888888888888888,12.777777777777779,78.66666666666667,8.777777777777779,1,86.9
78,516,-121.91559998734648,39.72933000307044,2017-07-14,0.1904025750578195,2,10,0.1111111111111111,12.777777777777779,78.66666666666667,8.777777777777779,1,86.9
79,520,-118.14874998695122,39.24335500271399,2017-07-14,0.21605968468266726,2,10,1,1,47.166666666666664,51.833333333333336,1,15.680000000000001
80,526,-118.15122998278159,39.22960000449359,2017-07-14,0.24896478968822955,2,10,1,0.6,55.3,44.1,1,41.922222222222224
81,527,-118.14516498304648,39.22920000441337,2017-07-14,0.24586732925832272,2,10,1,0,54.2,45.8,1,59.39999999999999
82,554,-118.1900049770225,39.14774501161046,2017-07-14,0.2613251728361249,2,7,1,0.5,39.1,60.6,1,34.95
83,88,-116.433,41.554,2017-07-14,1.001424034822464,2,10,1,1.3428571428571427,63.68571428571428,34.91428571428571,1,16.145454545454545
84,93,-116.457,41.58,2017-07-14,1.0014300933351516,2,10,1,0.9523809523809523,68.28571428571429,30.761904761904763,1,16.366666666666664
85,94,-116.941,41.55500000000001,2017-07-14,1.0014242678318024,2,10,1,0.8333333333333334,60.404761904761905,38.714285714285715,1,18.491666666666667
86,97,-116.41700000000002,42.06399999999999,2017-07-14,1.0015429999895096,2,10,1,0.05714285714285714,74.71428571428571,25.228571428571428,1,13.828571428571427
87,104,-116.46999999999998,42.067,2017-07-14,1.001543700528145,2,10,1,0,59.025,40.975,1,71.7181818181818
88,555,-118.18358001192453,39.14665500267246,2017-07-14,0.1928809483896494,2,7,0.8333333333333334,0,38.833333333333336,61.166666666666664,1,48.01666666666667
88,555,-118.18358001192453,39.14665500267246,2017-07-14,0.1928809483896494,2,10,0.16666666666666666,0,38.833333333333336,61.166666666666664,1,48.01666666666667
89,628,-119.88791001738223,40.045490002538095,2017-07-14,0.32763729470562936,2,10,1,3.1538461538461537,60.46153846153846,36.15384615384615,1,35.8625
90,720,-120.03654952768309,40.048536837218364,2017-07-14,0.22107436931824684,2,10,1,2.25,64.625,33.125,1,16.75
91,721,-120.03737629829169,40.05504287583277,2017-07-14,0.47905133380213377,2,10,1,1.8823529411764706,65.17647058823529,32.94117647058823,1,31.8
92,514,-119.92773,39.99392,2017-07-14,0.14077434410476686,2,10,1,1.1666666666666667,56.5,42.333333333333336,1,40.44166666666667
93,706,-119.94105,39.98458,2017-07-14,0.14077404070544242,2,10,1,0.16666666666666666,55.5,44.5,1,105.14285714285712
94,707,-119.94689,39.98765,2017-07-14,0.14077414042854308,2,10,1,0,57.5,42.25,1,22.314285714285713
95,708,-119.94229000000001,39.98865,2017-07-14,0.14077417291307448,2,10,1,0.16666666666666666,55.333333333333336,44.333333333333336,1,6.928571428571429
96,54,-119.96,39.985,2017-07-14,1.0010599404239655,2,10,1,1.3541666666666667,60.520833333333336,38.125,1,29.481818181818184
97,617,-118.20023,39.0976,2017-07-14,0.14074531705832483,2,7,1,0,25.5,74.5,1,13.52727272727273
98,561,-118.19047999999998,39.14155,2017-07-14,0.140746735976696,2,10,1,0,38.5,61.5,1,16.675
99,52,-118.22800000000001,39.14500000000001,2017-07-14,1.0008664687891007,2,7,1,0,36.04761904761905,63.95238095238095,1,37.533333333333324
100,697,-118.21772,39.14771,2017-07-14,0.14074693488931656,2,7,0.6666666666666666,0,36.5,63.5,1,52.31666666666666
100,697,-118.21772,39.14771,2017-07-14,0.14074693488931656,2,10,0.3333333333333333,0,36.5,63.5,1,52.31666666666666
101,39,-118.184,39.104,2017-07-14,1.0008570556230545,2,10,0.8857142857142857,0,28.02857142857143,71.97142857142858,1,51.199999999999996
101,39,-118.184,39.104,2017-07-14,1.0008570556230545,2,7,0.11428571428571428,0,28.02857142857143,71.97142857142858,1,51.199999999999996
102,534,-118.18520000000001,39.2208,2017-07-14,0.14074929574155806,2,16,0.5,0,37.75,62.25,1,27.08333333333333
102,534,-118.18520000000001,39.2208,2017-07-14,0.14074929574155806,2,7,0.25,0,37.75,62.25,1,27.08333333333333
102,534,-118.18520000000001,39.2208,2017-07-14,0.14074929574155806,2,10,0.25,0,37.75,62.25,1,27.08333333333333
103,44,-118.13,39.224,2017-07-14,1.0008846145849228,2,10,1,0.16666666666666666,50.266666666666666,49.6,1,15.290000000000003
104,553,-118.15289,39.21016999999999,2017-07-14,0.14074895230674744,2,10,1,0.3333333333333333,50,49.666666666666664,1,9.620000000000001
105,519,-118.14905,39.249,2017-07-14,0.14075020696544646,2,10,1,0,40,60,1,54
106,68,-118.16300000000001,39.249,2017-07-14,1.0008903591680527,2,7,0.8285714285714286,0,37.51428571428571,62.48571428571429,1,39.41428571428571
106,68,-118.16300000000001,39.249,2017-07-14,1.0008903591680527,2,10,0.17142857142857143,0,37.51428571428571,62.48571428571429,1,39.41428571428571
107,658,-118.14323,39.24768,2017-07-14,0.14075016430854798,2,10,0.5,0,42.75,57.25,1,19.785714285714285
107,658,-118.14323,39.24768,2017-07-14,0.14075016430854798,2,7,0.5,0,42.75,57.25,1,19.785714285714285
108,666,-118.14469,39.22163,2017-07-14,0.1407493225595951,2,10,1,0.25,51.5,47.75,1,13.377777777777778
109,70,-119.89200000000001,39.96000000000001,2017-07-14,1.001054166176796,2,10,1,1.5714285714285714,57.57142857142857,40.73809523809524,1,13.8
110,73,-119.877,39.989000000000004,2017-07-14,1.0010608643913268,2,10,1,1.6285714285714286,61.91428571428571,36.42857142857143,1,19.05
111,86,-116.90000000000002,41.44799999999999,2017-07-14,1.0013993422374725,2,10,1,0.925,71.375,27.725,1,15.685714285714285
112,103,-116.45500000000001,42.07,2017-07-14,1.0015444010734558,2,10,1,0,66.625,33.375,1,15.445454545454544
113,95,-116.414,42.055,2017-07-14,1.0015408984155656,2,10,1,0,62.166666666666664,37.833333333333336,1,16.522222222222222
114,96,-116.428,42.05199999999999,2017-07-14,1.0015401979122163,2,10,1,0,60.05714285714286,39.94285714285714,1,17.45714285714286
115,106,-116.458,42.07900000000001,2017-07-14,1.0015465027685166,2,10,1,0.05714285714285714,64.97142857142858,34.97142857142857,1,25.080000000000002
116,492,-121.10388000000002,41.07837,2017-07-14,0.14080968808960914,2,10,0.8333333333333334,3.6666666666666665,75.33333333333333,21.166666666666668,1,9.157142857142857
116,492,-121.10388000000002,41.07837,2017-07-14,0.14080968808960914,2,12,0.16666666666666666,3.6666666666666665,75.33333333333333,21.166666666666668,1,9.157142857142857
117,518,-117.88712,39.47766000000001,2017-07-14,0.14075760262656212,2,10,1,3.8333333333333335,67.66666666666667,28.333333333333332,1,24.979999999999997
118,539,-118.14992999999998,39.203390000000006,2017-07-14,0.1407487332701683,2,10,1,0.5,46.5,53,1,22.03333333333333
119,622,-116.45781999999998,43.4244,2017-07-14,0.14088675993108749,2,12,1,2.5,52.333333333333336,45.166666666666664,1,37.925
120,77,-117.88900000000001,40.721000000000004,2017-07-14,1.001230337439537,2,10,1,1.2285714285714286,62.885714285714286,35.82857142857143,1,25.912500000000005
121,79,-117.874,40.73499999999999,2017-07-14,1.0012335858631134,2,10,1,1.2142857142857142,68.66666666666667,30.071428571428573,1,18.220000000000002
122,78,-117.907,40.717,2017-07-14,1.0012294093666076,2,10,1,0.5428571428571428,55.25714285714286,44.25714285714286,1,144.78
123,80,-117.891,40.732,2017-07-14,1.0012328897504807,2,10,1,0.8285714285714286,55.57142857142857,43.57142857142857,1,78.64000000000001
124,81,-116.867,41.37100000000001,2017-07-14,1.0013814128599168,2,10,1,2.342857142857143,69.74285714285715,28,1,12.375
125,85,-116.89599999999999,41.43899999999999,2017-07-14,1.001397246254921,2,10,1,0.9428571428571428,70.05714285714286,28.97142857142857,1,69.95
126,83,-116.89299999999999,41.429,2017-07-14,1.0013949174976349,2,10,1,1.2,64.11428571428571,34.65714285714286,1,84.875
127,82,-116.878,41.432,2017-07-14,1.001395616112709,2,10,1,0.4857142857142857,64.68571428571428,34.857142857142854,1,18.9
128,84,-116.90800000000002,41.426,2017-07-14,1.0013942188892364,2,10,1,1.7142857142857142,61.48571428571429,36.857142857142854,1,33.45
129,87,-116.91499999999999,41.446,2017-07-14,1.0013988764562607,2,10,1,1.35,74.85,23.775,1,82.86666666666666
130,89,-116.447,41.551,2017-07-14,1.0014233358106612,2,10,1,2,68.28571428571429,29.857142857142858,1,87.3
131,91,-116.44999999999999,41.56100000000001,2017-07-14,1.0014256658916474,2,10,1,1.575,68.2,30.2,1,74.15
132,92,-116.46500000000002,41.559,2017-07-14,1.0014251998662949,2,10,1,1.3,73.075,25.525,1,19.475
133,90,-116.462,41.549,2017-07-14,1.001422869808197,2,10,1,1.9428571428571428,71.08571428571429,26.942857142857143,1,16.983333333333334
134,105,-116.44400000000002,42.081999999999994,2017-07-14,1.0015472033510209,2,10,1,0.08571428571428572,70.14285714285714,29.771428571428572,1,10.52
135,101,-116.427,42.075,2017-07-14,1.0015455686712265,2,10,1,0.5952380952380952,56.57142857142857,42.80952380952381,1,15.525
136,102,-116.44100000000003,42.072,2017-07-14,1.0015448681116104,2,10,1,0.42857142857142855,65.62857142857143,34,1,14.333333333333334
137,627,-122.98315,44.06316000000001,2017-07-14,0.14090783764696121,2,13,1,7.5,62.166666666666664,30.166666666666668,1,17.15
138,701,-119.94797,39.64238,2017-07-14,0.14076293777871132,2,10,0.8333333333333334,2,61.166666666666664,36.833333333333336,1,8.600000000000001
138,701,-119.94797,39.64238,2017-07-14,0.14076293777871132,2,13,0.16666666666666666,2,61.166666666666664,36.833333333333336,1,8.600000000000001
139,703,-119.95467,39.6453,2017-07-14,0.14076303241062163,2,10,0.6666666666666666,1.3333333333333333,57.833333333333336,40.833333333333336,1,13.299999999999999
139,703,-119.95467,39.6453,2017-07-14,0.14076303241062163,2,13,0.3333333333333333,1.3333333333333333,57.833333333333336,40.833333333333336,1,13.299999999999999
140,702,-119.95311000000001,39.64126,2017-07-14,0.14076290148139,2,13,1,1.25,59,39.75,1,11.3
141,704,-122.02105999999999,39.284200000000006,2017-07-14,0.14075134464883804,2,12,1,2.8333333333333335,70.66666666666667,26.5,1,4.366666666666666
