polyid,fireid,cen_lon,cen_lat,acq_date_lst,area_sqkm,alg_agg,v_lct,f_lct,v_tree,v_herb,v_bare,v_regnum
35,30,-118.229231563826,39.1059910151183,2017-07-14,2.05578725360394,2,7,0.466666666666667,0.16,32.04,68.0266666666667,1
36,30,-118.201733609599,39.0896088164855,2017-07-14,1.04600898965073,2,7,0.780487804878049,0,25.3658536585366,74.8780487804878,1
49,65,-118.141145161594,39.240844795513,2017-07-14,1.19119112605524,2,7,0.564102564102564,0.58974358974359,53,46.9230769230769,1
36,30,-118.201733609599,39.0896088164855,2017-07-14,1.04600898965073,2,10,0.219512195121951,0,25.3658536585366,74.8780487804878,1
37,30,-118.21305571967,39.0893624188157,2017-07-14,1.46731097575355,2,10,0.947368421052632,0,21.3859649122807,79,1
37,30,-118.21305571967,39.0893624188157,2017-07-14,1.46731097575355,2,7,0.0526315789473684,0,21.3859649122807,79,1
38,34,-118.170411773265,39.2244419816485,2017-07-14,1.10872534551859,2,10,0.880952380952381,0.476190476190476,52.3095238095238,47.5714285714286,1
38,34,-118.170411773265,39.2244419816485,2017-07-14,1.10872534551859,2,7,0.119047619047619,0.476190476190476,52.3095238095238,47.5714285714286,1
39,34,-118.177922386836,39.2337629270949,2017-07-14,1.25092319245636,2,7,0.833333333333333,0,38.1666666666667,62.125,1
39,34,-118.177922386836,39.2337629270949,2017-07-14,1.25092319245636,2,16,0.125,0,38.1666666666667,62.125,1
39,34,-118.177922386836,39.2337629270949,2017-07-14,1.25092319245636,2,10,0.0416666666666667,0,38.1666666666667,62.125,1
40,34,-118.179160737656,39.2210168408658,2017-07-14,0.643149824134588,2,7,0.64,0.16,43.8,56.44,1
40,34,-118.179160737656,39.2210168408658,2017-07-14,0.643149824134588,2,10,0.36,0.16,43.8,56.44,1
41,34,-118.172407466703,39.2164439679884,2017-07-14,0.435471270600319,2,10,0.9375,1.375,62,37.3125,1
41,34,-118.172407466703,39.2164439679884,2017-07-14,0.435471270600319,2,7,0.0625,1.375,62,37.3125,1
42,34,-118.151626801114,39.2158811442215,2017-07-14,0.565836651933193,2,10,1,0.590909090909091,49.8636363636364,49.8636363636364,1
43,34,-118.163092631066,39.2160272688639,2017-07-14,0.634648341014341,2,10,1,2.27272727272727,62.9545454545455,35.1818181818182,1
44,34,-118.164009999109,39.2325972366737,2017-07-14,1.50293514786243,2,10,0.8,0.272727272727273,47.0181818181818,53.0181818181818,1
44,34,-118.164009999109,39.2325972366737,2017-07-14,1.50293514786243,2,7,0.2,0.272727272727273,47.0181818181818,53.0181818181818,1
45,34,-118.155878591757,39.237653916177,2017-07-14,1.09334405129337,2,10,1,0.675675675675676,49.7837837837838,50.1891891891892,1
46,34,-118.156616773245,39.2225106850471,2017-07-14,0.901579272305965,2,10,1,1.46875,51.125,47.78125,1
47,37,-118.192160258893,39.1184400560467,2017-07-14,1.13207652993608,2,10,1,0,34.0975609756098,66.1951219512195,1
48,37,-118.20831742505,39.1338950545918,2017-07-14,1.27601070264649,2,7,0.872340425531915,0,40.8723404255319,59.3829787234043,1
48,37,-118.20831742505,39.1338950545918,2017-07-14,1.27601070264649,2,10,0.127659574468085,0,40.8723404255319,59.3829787234043,1
49,65,-118.141145161594,39.240844795513,2017-07-14,1.19119112605524,2,10,0.435897435897436,0.58974358974359,53,46.9230769230769,1
50,37,-118.205286650682,39.1202236698097,2017-07-14,1.03656506560171,2,7,0.6,0.0285714285714286,39.7714285714286,60.5428571428571,1
50,37,-118.205286650682,39.1202236698097,2017-07-14,1.03656506560171,2,10,0.4,0.0285714285714286,39.7714285714286,60.5428571428571,1
51,37,-118.213418841982,39.1419398765887,2017-07-14,0.582823093308687,2,7,1,0,39.2173913043478,61.0434782608696,1
52,69,-119.871000076687,39.9660000090624,2017-07-14,1.73555547332573,2,10,1,1.91549295774648,55.5915492957746,42.9295774647887,1
53,37,-118.199029927707,39.1288999490195,2017-07-14,1.07040773664975,2,7,0.775,0.175,40.5,59.65,1
53,37,-118.199029927707,39.1288999490195,2017-07-14,1.07040773664975,2,10,0.225,0.175,40.5,59.65,1
54,37,-118.214992570172,39.1200836596584,2017-07-14,0.946482767888937,2,7,0.974358974358974,0,35.7948717948718,64.7179487179487,1
54,37,-118.214992570172,39.1200836596584,2017-07-14,0.946482767888937,2,10,0.0256410256410256,0,35.7948717948718,64.7179487179487,1
55,37,-118.223550636115,39.1174208888973,2017-07-14,1.01224168535852,2,7,1,0,33.5151515151515,66.7878787878788,1
56,37,-118.192062675587,39.1354206756572,2017-07-14,0.445922434337795,2,7,0.6,0,38.9333333333333,61.4,1
56,37,-118.192062675587,39.1354206756572,2017-07-14,0.445922434337795,2,10,0.4,0,38.9333333333333,61.4,1
57,37,-118.2001930335,39.1406502973167,2017-07-14,0.773131058648951,2,7,0.931034482758621,0,39.5862068965517,60.6551724137931,1
57,37,-118.2001930335,39.1406502973167,2017-07-14,0.773131058648951,2,10,0.0689655172413793,0,39.5862068965517,60.6551724137931,1
58,37,-118.174958609031,39.119429039065,2017-07-14,1.43537863111591,2,10,0.867924528301887,0,34.0943396226415,66.3396226415094,1
58,37,-118.174958609031,39.119429039065,2017-07-14,1.43537863111591,2,7,0.132075471698113,0,34.0943396226415,66.3396226415094,1
59,37,-118.222175350618,39.1314865023491,2017-07-14,1.41361502066621,2,7,1,0,34.7454545454545,65.5818181818182,1
60,37,-118.17759430919,39.1270646445374,2017-07-14,1.15730887710977,2,7,0.733333333333333,0,33,67.2222222222222,1
60,37,-118.17759430919,39.1270646445374,2017-07-14,1.15730887710977,2,10,0.266666666666667,0,33,67.2222222222222,1
61,37,-118.188799924637,39.1265796010985,2017-07-14,0.882033291512981,2,10,0.5625,0.1875,37.96875,62.375,1
61,37,-118.188799924637,39.1265796010985,2017-07-14,0.882033291512981,2,7,0.4375,0.1875,37.96875,62.375,1
62,60,-118.203539825189,39.1029187109693,2017-07-14,0.906594263097286,2,10,0.545454545454545,0.0909090909090909,30.9393939393939,69.2727272727273,1
62,60,-118.203539825189,39.1029187109693,2017-07-14,0.906594263097286,2,7,0.454545454545455,0.0909090909090909,30.9393939393939,69.2727272727273,1
63,60,-118.21141445328,39.100107362076,2017-07-14,0.482388950935841,2,7,0.6875,0,29.875,70.375,1
63,60,-118.21141445328,39.100107362076,2017-07-14,0.482388950935841,2,10,0.3125,0,29.875,70.375,1
64,60,-118.210904754653,39.1100085326481,2017-07-14,0.911248221104622,2,7,0.645161290322581,0.516129032258065,38.7741935483871,61.1612903225806,1
64,60,-118.210904754653,39.1100085326481,2017-07-14,0.911248221104622,2,10,0.354838709677419,0.516129032258065,38.7741935483871,61.1612903225806,1
65,60,-118.193404770274,39.1086528229858,2017-07-14,0.720355443287134,2,10,0.964285714285714,0,30.6071428571429,69.75,1
65,60,-118.193404770274,39.1086528229858,2017-07-14,0.720355443287134,2,7,0.0357142857142857,0,30.6071428571429,69.75,1
66,60,-118.201064562844,39.1113034017555,2017-07-14,0.632100368467092,2,10,1,0.16,36.56,63.6,1
67,40,-120.041394469069,40.0401927528248,2017-07-14,0.665279674617857,2,10,1,2.15384615384615,59.4230769230769,38.8846153846154,1
68,40,-120.031987082052,40.0419087784225,2017-07-14,0.712327182258964,2,10,1,2.58620689655172,65,33.0344827586207,1
69,40,-120.022877115056,40.0399359530716,2017-07-14,1.00891426634622,2,10,1,2.9047619047619,64.6428571428571,33.1428571428571,1
70,98,-116.451223364107,42.0596206933034,2017-07-14,1.20640942117548,2,10,1,0.0625,60.7708333333333,39.4166666666667,1
71,98,-116.438719930645,42.0609807086758,2017-07-14,1.3297156439662,2,10,1,0.113207547169811,70.2075471698113,30,1
72,71,-119.919000076649,39.9560000090588,2017-07-14,1.73562633539009,2,10,1,1.13888888888889,61.5972222222222,37.6527777777778,1
73,554,-118.190004977022,39.1477450116105,2017-07-14,0.261325172836065,2,7,1,0.5,39.1,61.1,1
74,491,-117.420917341143,44.5420634072619,2017-07-14,0.306408064367771,2,13,0.785714285714286,3.85714285714286,54.6428571428571,41.9285714285714,1
74,491,-117.420917341143,44.5420634072619,2017-07-14,0.306408064367771,2,10,0.214285714285714,3.85714285714286,54.6428571428571,41.9285714285714,1
75,86,-116.9,41.448,2017-07-14,1.00139934223747,2,10,1,0.95,70.15,29.325,1
76,555,-118.183580011925,39.1466550026725,2017-07-14,0.19288094838953,2,7,0.833333333333333,0,38.8333333333333,61.5,1
76,555,-118.183580011925,39.1466550026725,2017-07-14,0.19288094838953,2,10,0.166666666666667,0,38.8333333333333,61.5,1
77,527,-118.145164983046,39.2292000044134,2017-07-14,0.245867329258442,2,10,1,0,53.4,46.8,1
78,72,-119.856000076796,39.9950000090729,2017-07-14,1.73534988467979,2,10,1,2.046875,64.765625,33.53125,1
79,721,-120.037376298292,40.0550428758328,2017-07-14,0.479051333802223,2,10,1,2.05882352941176,62.3529411764706,36.4705882352941,1
80,720,-120.036549527683,40.0485368372184,2017-07-14,0.221074369318247,2,10,1,2.375,65.5,32.75,1
81,489,-123.166976989495,45.2293097074002,2017-07-14,0.631395569383621,2,13,0.821428571428571,13.3571428571429,56.25,31.0357142857143,1
81,489,-123.166976989495,45.2293097074002,2017-07-14,0.631395569383621,2,14,0.107142857142857,13.3571428571429,56.25,31.0357142857143,1
81,489,-123.166976989495,45.2293097074002,2017-07-14,0.631395569383621,2,9,0.0714285714285714,13.3571428571429,56.25,31.0357142857143,1
82,56,-118.009999811325,40.7520000825605,2017-07-14,2.00658863224316,2,10,1,0.113924050632911,55.3544303797468,44.8607594936709,1
83,35,-118.175,39.137,2017-07-14,1.34615123120785,2,7,0.74,0,38,62.36,1
83,35,-118.175,39.137,2017-07-14,1.34615123120785,2,10,0.26,0,38,62.36,1
84,516,-121.915599987346,39.7293300030704,2017-07-14,0.190402575057745,2,9,0.888888888888889,12.7777777777778,79.2222222222222,8.44444444444444,1
84,516,-121.915599987346,39.7293300030704,2017-07-14,0.190402575057745,2,10,0.111111111111111,12.7777777777778,79.2222222222222,8.44444444444444,1
85,526,-118.151229982782,39.2296000044936,2017-07-14,0.24896478968811,2,10,1,0.6,54.5,45.6,1
86,88,-116.433,41.554,2017-07-14,1.00142403482246,2,10,1,1.65714285714286,64.2285714285714,34.6857142857143,1
87,93,-116.457,41.58,2017-07-14,1.00143009333515,2,10,1,1.23809523809524,68.1190476190476,31.2380952380952,1
88,94,-116.941,41.555,2017-07-14,1.0014242678318,2,10,1,0.976190476190476,60.9047619047619,38.7142857142857,1
89,97,-116.417,42.064,2017-07-14,1.00154299998951,2,10,1,0.0571428571428571,75,25.1142857142857,1
90,104,-116.47,42.067,2017-07-14,1.00154370052814,2,10,1,0,59.35,40.875,1
91,105,-116.444,42.082,2017-07-14,1.00154720335102,2,10,1,0.171428571428571,70.3428571428571,29.8285714285714,1
92,628,-119.887910017382,40.0454900025381,2017-07-14,0.327637294705629,2,10,1,3.61538461538462,60.3076923076923,36.6153846153846,1
93,520,-118.148749986951,39.243355002714,2017-07-14,0.216059684682608,2,10,1,1,48.5,50.8333333333333,1
94,514,-119.92773,39.99392,2017-07-14,0.140774344104767,2,10,1,1.16666666666667,56.8333333333333,42.1666666666667,1
95,706,-119.94105,39.98458,2017-07-14,0.140774040705442,2,10,1,0,55.6666666666667,44.5,1
96,707,-119.94689,39.98765,2017-07-14,0.140774140428543,2,10,1,0.25,59,41.25,1
97,708,-119.94229,39.98865,2017-07-14,0.140774172913074,2,10,1,0.333333333333333,55.6666666666667,44.3333333333333,1
98,54,-119.96,39.985,2017-07-14,1.00105994042397,2,10,1,1.54166666666667,60.8958333333333,38.1666666666667,1
99,617,-118.20023,39.0976,2017-07-14,0.140745317058325,2,7,1,0,27,73.25,1
100,561,-118.19048,39.14155,2017-07-14,0.140746735976696,2,10,1,0,39,61.5,1
101,52,-118.228,39.145,2017-07-14,1.0008664687891,2,7,1,0,36,64.3571428571429,1
102,697,-118.21772,39.14771,2017-07-14,0.140746934889317,2,7,0.666666666666667,0,37.3333333333333,63,1
102,697,-118.21772,39.14771,2017-07-14,0.140746934889317,2,10,0.333333333333333,0,37.3333333333333,63,1
103,39,-118.184,39.104,2017-07-14,1.00085705562305,2,10,0.885714285714286,0,28.4571428571429,71.9714285714286,1
103,39,-118.184,39.104,2017-07-14,1.00085705562305,2,7,0.114285714285714,0,28.4571428571429,71.9714285714286,1
104,534,-118.1852,39.2208,2017-07-14,0.140749295741558,2,16,0.5,0,38.25,62.25,1
104,534,-118.1852,39.2208,2017-07-14,0.140749295741558,2,10,0.25,0,38.25,62.25,1
104,534,-118.1852,39.2208,2017-07-14,0.140749295741558,2,7,0.25,0,38.25,62.25,1
105,44,-118.13,39.224,2017-07-14,1.00088461458492,2,10,1,0.166666666666667,50.3,50,1
106,553,-118.15289,39.21017,2017-07-14,0.140748952306747,2,10,1,0.666666666666667,49.1666666666667,50.6666666666667,1
107,519,-118.14905,39.249,2017-07-14,0.140750206965446,2,10,1,0,40.1666666666667,60.6666666666667,1
108,68,-118.163,39.249,2017-07-14,1.00089035916805,2,7,0.828571428571429,0,37.4571428571429,62.8,1
108,68,-118.163,39.249,2017-07-14,1.00089035916805,2,10,0.171428571428571,0,37.4571428571429,62.8,1
109,658,-118.14323,39.24768,2017-07-14,0.140750164308548,2,10,0.5,0,41.75,58.25,1
109,658,-118.14323,39.24768,2017-07-14,0.140750164308548,2,7,0.5,0,41.75,58.25,1
110,666,-118.14469,39.22163,2017-07-14,0.140749322559595,2,10,1,0.5,51.75,48.25,1
111,70,-119.892,39.96,2017-07-14,1.0010541661768,2,10,1,1.78571428571429,58.0952380952381,40.6428571428571,1
112,73,-119.877,39.989,2017-07-14,1.00106086439133,2,10,1,1.8,62.1428571428571,36.5714285714286,1
113,103,-116.455,42.07,2017-07-14,1.00154440107346,2,10,1,0.0416666666666667,66.8333333333333,33.5208333333333,1
114,95,-116.414,42.055,2017-07-14,1.00154089841557,2,10,1,0,63.4523809523809,36.7857142857143,1
115,96,-116.428,42.052,2017-07-14,1.00154019791222,2,10,1,0,60,40.3142857142857,1
116,106,-116.458,42.079,2017-07-14,1.00154650276852,2,10,1,0.0571428571428571,65.1714285714286,35.0571428571429,1
117,492,-121.10388,41.07837,2017-07-14,0.140809688089609,2,10,0.833333333333333,3.83333333333333,74.3333333333333,22,1
117,492,-121.10388,41.07837,2017-07-14,0.140809688089609,2,12,0.166666666666667,3.83333333333333,74.3333333333333,22,1
118,518,-117.88712,39.47766,2017-07-14,0.140757602626562,2,10,1,4,67.6666666666667,28.6666666666667,1
119,539,-118.14993,39.20339,2017-07-14,0.140748733270168,2,10,1,1.5,46.75,52.75,1
120,622,-116.45782,43.4244,2017-07-14,0.140886759931087,2,12,1,2.83333333333333,55.5,42.3333333333333,1
121,77,-117.889,40.721,2017-07-14,1.00123033743954,2,10,1,1.2,62.6571428571429,36.5428571428571,1
122,79,-117.874,40.735,2017-07-14,1.00123358586311,2,10,1,1.26190476190476,68.1190476190476,31.047619047619,1
123,78,-117.907,40.717,2017-07-14,1.00122940936661,2,10,1,0.714285714285714,55,44.7428571428571,1
124,80,-117.891,40.732,2017-07-14,1.00123288975048,2,10,1,0.828571428571429,56.0285714285714,43.6571428571429,1
125,81,-116.867,41.371,2017-07-14,1.00138141285992,2,10,1,2.51428571428571,69.9428571428571,28.1428571428571,1
126,85,-116.896,41.439,2017-07-14,1.00139724625492,2,10,1,1,70.6571428571429,28.8285714285714,1
127,83,-116.893,41.429,2017-07-14,1.00139491749763,2,10,1,1.31428571428571,64.8571428571429,34.2285714285714,1
128,82,-116.878,41.432,2017-07-14,1.00139561611271,2,10,1,0.571428571428571,65.5142857142857,34.4285714285714,1
129,84,-116.908,41.426,2017-07-14,1.00139421888924,2,10,1,1.82857142857143,61.4,37.2,1
130,87,-116.915,41.446,2017-07-14,1.00139887645626,2,10,1,1.575,74.7,24.125,1
131,89,-116.447,41.551,2017-07-14,1.00142333581066,2,10,1,2.22857142857143,69.1428571428571,29.1428571428571,1
132,91,-116.45,41.561,2017-07-14,1.00142566589165,2,10,1,1.725,68.85,29.975,1
133,92,-116.465,41.559,2017-07-14,1.00142519986629,2,10,1,1.475,73.425,25.575,1
134,90,-116.462,41.549,2017-07-14,1.0014228698082,2,10,1,2.11428571428571,71.2571428571429,27.0857142857143,1
135,101,-116.427,42.075,2017-07-14,1.00154556867123,2,10,1,0.857142857142857,56.6666666666667,43.0238095238095,1
136,102,-116.441,42.072,2017-07-14,1.00154486811161,2,10,1,0.485714285714286,66.4857142857143,33.4,1
137,627,-122.98315,44.06316,2017-07-14,0.140907837646961,2,13,1,8,63.6666666666667,29,1
138,701,-119.94797,39.64238,2017-07-14,0.140762937778711,2,10,0.833333333333333,2,62,36.5,1
138,701,-119.94797,39.64238,2017-07-14,0.140762937778711,2,13,0.166666666666667,2,62,36.5,1
139,703,-119.95467,39.6453,2017-07-14,0.140763032410622,2,10,0.666666666666667,1.66666666666667,58.3333333333333,40.6666666666667,1
139,703,-119.95467,39.6453,2017-07-14,0.140763032410622,2,13,0.333333333333333,1.66666666666667,58.3333333333333,40.6666666666667,1
140,702,-119.95311,39.64126,2017-07-14,0.14076290148139,2,13,1,1.25,58.25,40.75,1
141,704,-122.02106,39.2842,2017-07-14,0.140751344648838,2,12,1,3.33333333333333,69.8333333333333,27.3333333333333,1
142,705,-118.43089,40.21087,2017-07-14,0.140781396569967,2,10,0.5,2,69,30,1
142,705,-118.43089,40.21087,2017-07-14,0.140781396569967,2,12,0.5,2,69,30,1
143,723,-123.16547,41.42214,2017-07-14,0.140820935893774,2,8,1,44.3333333333333,35,21.6666666666667,1
144,746,-122.78111,44.71783,2017-07-14,0.14092946114254,2,9,0.666666666666667,21.1666666666667,59.5,19.6666666666667,1
144,746,-122.78111,44.71783,2017-07-14,0.14092946114254,2,8,0.333333333333333,21.1666666666667,59.5,19.6666666666667,1
145,747,-122.78857,44.71779,2017-07-14,0.140929459819794,2,9,0.833333333333333,20.6666666666667,59.3333333333333,20.5,1
145,747,-122.78857,44.71779,2017-07-14,0.140929459819794,2,8,0.166666666666667,20.6666666666667,59.3333333333333,20.5,1
146,744,-123.158435018046,41.4326700058048,2017-07-14,0.214829062239408,1,1,1,60.5,15,24.875,1
147,110,-116.90009569529,41.4482057100723,2017-07-15,1.26903192505646,2,10,1,0.784313725490196,68.2156862745098,31.4117647058824,1
148,110,-116.906975932771,41.4361382260121,2017-07-15,0.903319908261061,2,10,1,2.11428571428571,70.1714285714286,28.2,1
149,110,-116.886850577443,41.4491967045889,2017-07-15,1.16213136291492,2,10,1,1.15909090909091,65.9318181818182,33.5454545454545,1
150,110,-116.894740220918,41.4422993956916,2017-07-15,0.618980069422245,2,10,1,1.16,72.88,26.36,1
151,110,-116.912223680309,41.4469057407153,2017-07-15,0.812069220684052,2,10,1,1.12121212121212,75.0606060606061,24.2121212121212,1
152,110,-116.90739623647,41.4550689965611,2017-07-15,1.10410461310673,2,10,1,0.372093023255814,59.8139534883721,40.1860465116279,1
153,110,-116.895440854673,41.4194601916901,2017-07-15,0.540832487428546,2,10,1,1.6,69.1,29.95,1
154,110,-116.900848802582,41.4284351325815,2017-07-15,0.354362141161084,2,10,1,1.78571428571429,67.0714285714286,31.7142857142857,1
155,110,-116.898906031034,41.4148008321751,2017-07-15,0.492465118293285,2,10,1,2,67.6315789473684,31,1
156,110,-116.904022261599,41.4229231166424,2017-07-15,0.574371455261707,2,10,1,2.61904761904762,65.9047619047619,32.0476190476191,1
157,110,-116.892026019201,41.4067263413721,2017-07-15,1.37114106991994,2,10,1,1.94339622641509,66.6981132075472,31.8867924528302,1
158,112,-116.863398176932,41.4510169330927,2017-07-15,1.12492861094558,2,10,1,0.333333333333333,63.6444444444444,36.3555555555556,1
159,122,-116.784277062061,41.379301710666,2017-07-15,1.42511972208571,2,10,1,0.685185185185185,52.2222222222222,47.5,1
160,112,-116.781728754968,41.4730169810201,2017-07-15,1.03489991337442,2,10,1,0.558139534883721,64.4186046511628,35.5348837209302,1
161,112,-116.856909597953,41.4704394063457,2017-07-15,1.03972702801991,2,10,1,0.928571428571429,61.2142857142857,38.2619047619048,1
162,112,-116.874758438921,41.4522276317023,2017-07-15,0.789389646621704,2,10,1,0.272727272727273,66,34.1212121212121,1
163,112,-116.822879939946,41.476757725459,2017-07-15,1.37563317258215,2,10,1,0.327272727272727,63.3272727272727,36.8,1
164,112,-116.851971008442,41.4465733167233,2017-07-15,1.13591996073091,2,10,1,0.704545454545455,62.9545454545455,36.7727272727273,1
165,112,-116.847117575756,41.4715482868712,2017-07-15,1.2718623388218,2,10,1,0.978723404255319,57.6170212765957,41.7234042553191,1
166,112,-116.886099623449,41.4388902804793,2017-07-15,0.922340414997101,2,10,1,0.971428571428571,70.9714285714286,28.6,1
167,112,-116.862709151752,41.4403549271023,2017-07-15,1.13283345120764,2,10,1,1,68.1818181818182,31.1590909090909,1
168,112,-116.837903911478,41.4427189309218,2017-07-15,1.89322832574177,2,10,1,0.675324675324675,64.5454545454545,35.2597402597403,1
169,112,-116.854764226351,41.4583591341134,2017-07-15,1.15070920265341,2,10,1,0.695652173913043,61.0652173913044,38.7391304347826,1
170,112,-116.834008466963,41.4557525912708,2017-07-15,0.648831849847555,2,10,1,0.72,62.72,37.04,1
171,112,-116.84335863656,41.4550289586951,2017-07-15,1.13072811867189,2,10,1,0.555555555555556,62.7111111111111,37.1777777777778,1
172,112,-116.874111244456,41.4438393771725,2017-07-15,1.09466699715471,2,10,1,1.1219512195122,70.3414634146341,29.1707317073171,1
